,0
75,"Lominchar is a municipality located in the province of Toledo, Castile-La Mancha, Spain. According to the 2006 census (INE), the municipality has a population of 1429 inhabitants.


== References =="
76,"In Chinese philosophy, a taijitu (simplified Chinese: 太极图; traditional Chinese: 太極圖; pinyin: tàijítú; Wade–Giles: t'ai⁴chi²t'u²)  is a symbol or diagram (图; tú) representing Taiji (太极; tàijí; 'utmost extreme') in both its monist (wuji) and its dualist (yin and yang) aspects. Such a diagram was first introduced by Neo-Confucian philosopher Zhou Dunyi (周敦頤; 1017–1073) of the Song Dynasty in his Taijitu shuo (太極圖說).
The modern Taoist canon, compiled during the Ming era, has at least half a dozen variants of such taijitu. The two most similar are the ""Taiji Primal Heaven"" (太極先天圖; tàijí xiāntiān tú) and the ""wuji"" (無極圖; wújí tú) diagrams, both of which have been extensively studied during the Qing period for their possible connection with Zhou Dunyi's taijitu.Ming period author Lai Zhide (1525–1604) simplified the taijitu to a design of two interlocking spirals. In the Ming era, the combination of the two interlocking spirals of the taijitu with two black-and-white dots superimposed on them became identified with the He tu or ""Yellow River diagram"" (河圖). This version was reported in Western literature of the late 19th century as the ""Great Monad"", and has been widely popularised in Western popular culture as the ""yin-yang symbol"" since the 1960s. The contemporary Chinese term for the modern symbol is 太极兩儀图 ""two-part Taiji diagram"".
Ornamental patterns with visual similarity to the ""yin-yang symbol"" are found in archaeological artefacts of European prehistory; such designs are sometimes descriptively dubbed ""yin yang symbols"" in archaeological literature by modern scholars.


== Structure ==
The taijitu consists of five parts. Strictly speaking, the ""yin and yang symbol"", itself popularly called taijitu, represents the second of these five parts of the diagram.

At the top, an empty circle depicts the absolute (Wuji)
A second circle represents the Taiji as harboring Dualism, yin and yang, represented by filling the circle in a black-and-white pattern. In some diagrams, there is a smaller empty circle at the center of this, representing Emptiness as the foundation of duality.
Below this second circle is a five-part diagram representing the Five Agents (Wuxing), representing a further stage in the differentiation of Unity into Multiplicity. The Five Agents are connected by lines indicating their proper sequence,  Wood (木) → Fire (火) → Earth (土) → Metal (金) → Water (水).
The circle below the Five Agents represents the conjunction of Heaven and Earth, which in turn gives rise to the ""ten thousand things"". This stage is also represented by the Eight Trigrams (Bagua).
The final circle represents the state of multiplicity, glossed  ""The ten thousand things are born by transformation"" (萬物化生; modern 化生万物)


== History ==

The term taijitu in modern Chinese is commonly used to mean the simple ""divided circle"" form (), but it may refer to any of several schematic diagrams that contain at least one circle with an inner pattern of symmetry representing yin and yang.


=== Song and Yuan eras ===

While the concept of yin and yang dates to Chinese antiquity, the interest in ""diagrams"" (圖 tú) is an intellectual fashion of Neo-Confucianism during the Song period (11th century), and it declined again in the Ming period, by the 16th century. During the Mongol Empire and Yuan dynasty, Taoist traditions and diagrams were compiled and published in the encyclopedia Shilin Guangji by Chen Yuanjing.The original description of a taijitu is due to Song era philosopher Zhou Dunyi (1017–1073), author of the Taijitu shuo 太極圖說 ""Explanation of the Diagram of the Supreme Ultimate"", which became the cornerstone of Neo-Confucianist cosmology. His brief text synthesized aspects of Chinese Buddhism and Taoism with metaphysical discussions in the Yijing.
Zhou's key terms Wuji and Taiji appear in the opening line 無極而太極, which Adler notes could also be translated ""The Supreme Polarity that is Non-Polar"".

Non-polar (wuji) and yet Supreme Polarity (taiji)! The Supreme Polarity in activity generates yang; yet at the limit of activity it is still. In stillness it generates yin; yet at the limit of stillness it is also active. Activity and stillness alternate; each is the basis of the other. In distinguishing yin and yang, the Two Modes are thereby established. The alternation and combination of yang and yin generate water, fire, wood, metal, and earth. With these five [phases of] qi harmoniously arranged, the Four Seasons proceed through them. The Five Phases are simply yin and yang; yin and yang are simply the Supreme Polarity; the Supreme Polarity is fundamentally Non-polar. [Yet] in the generation of the Five Phases, each one has its nature.
Instead of usual Taiji translations ""Supreme Ultimate"" or ""Supreme Pole"", Adler uses ""Supreme Polarity"" (see Robinet 1990) because Zhu Xi describes it as the alternating principle of yin and yang, and ...

insists that taiji is not a thing (hence ""Supreme Pole"" will not do). Thus, for both Zhou and Zhu, taiji is the yin-yang principle of bipolarity, which is the most fundamental ordering principle, the cosmic ""first principle."" Wuji as ""non-polar"" follows from this. 
Since the 12th century, there has been a vigorous discussion in Chinese philosophy regarding the ultimate origin of Zhou Dunyi's diagram.
Zhu Xi (12th century) insists that Zhou Dunyi had composed the diagram himself, against the prevailing view that he had received it from Daoist sources. Zhu Xi could not accept a Daoist origin of the design, because it would have undermined the claim of uniqueness attached to the Neo-Confucian concept of dao.


=== Ming and Qing eras ===

While Zhou Dunyi (1017–1073) popularized the circular diagram, the introduction of ""swirling"" patterns first appears in the Ming period.
Zhao Huiqian (趙撝謙, 1351–1395) was the first to introduce the ""swirling"" variant of the taijitu in his Liushu benyi (六書本義, 1370s). The diagram is combined with the eight trigrams (bagua) and called the ""River Chart spontaneously generated by Heaven and Earth"".
By the end of the Ming period, this diagram had become a widespread representation of Chinese cosmology.The dots were introduced in the later Ming period (replacing the droplet-shapes used earlier, in the 16th century) and are encountered more frequently in the Qing period. The dots represent the seed of yin within yang and the seed of yang within yin; the idea that neither can exist without the other.
Lai Zhide's design is similar to the gakyil (dga' 'khyil or ""wheel of joy"") symbols of Tibetan Buddhism; but while the Tibetan designs have three or four swirls (representing the Three Jewels or the Four Noble Truths, i.e. as a triskele and a tetraskelion design), Lai Zhide's taijitu has two swirls, terminating in a central circle.


== Modern yin-yang symbol ==
The Ming-era design of the taijitu of two interlocking spirals was a common yin-yang symbol in the first half of the 20th century. The flag of South Korea, originally introduced as the flag of Joseon era Korea in 1882, shows this symbol in red and blue. This was a modernisation of the older (early 19th century) form of the Bat Quai Do used as the Joseon royal standard.
Since the 1960s, the He tu symbol, which combines the two interlocking spirals with two dots, has more commonly been used as a yin-yang symbol.
compare  with 
In the standard form of the contemporary symbol, one draws on the diameter of a circle two non-overlapping circles each of which has a diameter equal to the radius of the outer circle. One keeps the line that forms an ""S"", and one erases or obscures the other line. The design is also described as a ""pair of fishes nestling head to tail against each other"".The Soyombo symbol of Mongolia may be prior to 1686.
It combines several abstract shapes, including a Taiji symbol illustrating the mutual complement of man and woman. In socialist times, it was alternatively interpreted as two fish symbolizing vigilance, because fish never close their eyes.The modern  symbol has  also been widely used in martial arts, particularly t'ai chi ch'uan (Taijiquan), and Jeet Kune Do, since the 1970s.
In this context, it is generally used to represent the interplay between hard and soft techniques.
The dots in the modern ""yin-yang symbol"" have been given the additional interpretation of ""intense interaction"" between the complementary principles, i.e. a flux or flow to achieve harmony and balance.

		
		
		
		
		
		
		
		
		
		


== Similar symbols ==

Similarities can be seen in Neolithic–Eneolithic era Cucuteni–Trypillia culture on the territory of current Ukraine and Romania. Patterns containing ornament looking like Taijitu from archeological artifacts of that culture were displayed in the Ukraine pavilion at the Expo 2010 in Shanghai, China.The interlocking design is found in artifacts of the European Iron Age. Similar interlocking designs are found in the Americas: Xicalcoliuhqui.
While this design appears to become a standard ornamental motif in Iron-Age Celtic culture by the 3rd century BC, found on a wide variety of artifacts, it is not clear what symbolic value was attached to it. Unlike the Chinese symbol, the Celtic yin-yang lack the element of mutual penetration, and the two halves are not always portrayed in different colors. Comparable designs are also found in Etruscan art.


== In computing ==
Unicode features the he tu symbol in the Miscellaneous Symbols block, at code point U+262F ☯ YIN YANG. The related ""double body symbol"" is included at U+0FCA  (TIBETAN SYMBOL NOR BU NYIS -KHYIL ࿊), in the Tibetan block.
The Soyombo symbol, that includes a taijitu, is available in Unicode as the sequence U+11A9E 𑪞 + U+11A9F 𑪟 + U+11AA0 𑪠.


== See also ==
Gankyil
Taegukgi
Taegeuk
Three hares
Tomoe
Triskelion
Koru
Tarim mummies
Lauburu


== References ==


=== Sources ===


== External links ==

Where does the Chinese Yin Yang Symbol Come From? – chinesefortunecalendar.com
Chart of the Great Ultimate (Taiji tu) – goldenelixir.com)"
77,"Park Seong-ha (born 17 April 1966) is a South Korean wrestler. He competed in the men's freestyle 130 kg at the 1992 Summer Olympics.


== References =="
78,"Hesar-e Sofla (Persian: حصارسفلي, also Romanized as Ḩeşār-e Soflá and Hesar Sofla; also known as Hesār, Ḩeşār-e Pā’īn, and Hīsār Pāīn) is a village in Shivanat Rural District, Afshar District, Khodabandeh County, Zanjan Province, Iran. At the 2006 census, its population was 234, in 58 families.


== References =="
79,"Tatsuya Kimura (木村 立哉, Kimura Tatsuya, born 1964 in 
Kyoto, Kyoto Prefecture, Japan) is a Japanese film producer and a critic, and also as known as Hockney Katsushika (葛飾 ホックニー, Katsushika Hockney), a music producer.


== Biography ==
Tatsuya Kimura was born in 1964 in Kyoto, Kyoto Prefecture, Japan. Debuted as a critic in his high school days. He graduated Waseda University in Tokyo in 1987.In 1993, he joined in and wrote for Cahiers du cinéma Japon with Shinji Aoyama, Kiyoshi Kurosawa and Makoto Shinozaki. During 2003 - 2007, he nominated newcomers for Kido Award and found new scenarists, Ryō Wada, Tomonori Ozaki and Sachiko Tanaka (later, a writer for Kiyoshi Kurosawa's Tokyo Sonata). He worked for The 49th Asia Pacific Film Festival as a director in 2004. In December 2005, Jury for The 9th Scenario Award in Hakodate Port Illumination Film Festival 2005, with Yoichi Sai, George Iida and Hiroshi Aramata. In February 2006, he acted with his friends and artists like Ay-O, Genpei Akasegawa and Ryuichi Sakamoto in Museum of Contemporary Art, Tokyo for the first event in the world for Nam June Paik's death.


== Selected filmography ==
The Hitman: Blood Smells Like Roses (ザ・ヒットマン 血はバラの匂い, 1991) as an assistant director
J movie wars: Tsuki wa dotchi ni dete iru (月はどっちに出ている, 1993) - Japanese Professional Movie Award 1994
Mechanical Violator Hakaider (人造人間ハカイダー, 1995)
Blooming Again (死に花, 2004)
Taitei no Ken (大帝の剣, 2007)
God's Puzzle (神様のパズル, 2008)
The Harimaya Bridge (The Harimaya Bridge はりまや橋, 2009)
Boku to mama no kiiroi jitensha (ぼくとママの黄色い自転車, 2009)


== References ==


== External links ==
Tatsuya Kimura at IMDb
Tatsuya Kimura works - Bibliography (ja)
Picture Yourself Sound School - Picture Yourself Sound School Official Weblog (ja)"
80,"Donald Reid Womack (born 1966) is a composer of contemporary classical music. He was born in Virginia, raised in East Tennessee and studied at Furman University and Northwestern University, receiving degrees in philosophy, music theory, and music composition.
He has composed approximately 100 works for orchestra, chamber ensembles, solo instruments, and voice. Major works include a concerto for shakuhachi, koto and orchestra (After), two gayageum concertos (Scattered Rhythms and 무노리 Mu Nori), a haegeum concerto (Dancing With Spirits 혼무), a violin concerto (In questi tempi di Conflitto), a viola concerto (Blue Ridge Seasons), an oratorio for chorus and chamber orchestra (Voices of Kalaupapa), and a triple concerto for shakuhachi, biwa and koto with ensemble of Japanese instruments (Three Trees 三木).
Womack's influences meld a broad range of sources, including post-minimalism, rock, bluegrass, and especially intercultural elements — in particular East Asian instruments. He spent a year in Tokyo, Japan studying Japanese instruments, as well as extensive time in Seoul, South Korea learning Korean music, and has composed nearly 40 works for Japanese, Korean and Chinese instruments in various combinations.
His music has been described as ""original, creative and ingenious"" (Shimbun Akahata), ""powerful and impressively crafted"" and ""eclectic but also distinctive"" (Honolulu Star-Bulletin), ""raw energy alternating with a brooding potentiality"" (Honolulu Advertiser), ""wonderfully mellow and sprightly in its metrical incisiveness"" (Buffalo NY Daily News), ""capable of providing stimulus for a new century"" (Neue Musikzeitung), and as having ""the concentration of a haiku."" (Classical CD Review)Womack’s works have been performed throughout the U.S., as well as in many countries in Europe, Asia, Oceania, South America and Africa by such ensembles as the Tokyo Metropolitan Symphony Orchestra, Louisville Orchestra, Honolulu Symphony, Changwon Philharmonic, National Orchestra of Korea, KBS Traditional Korean Orchestra, Seoul National Gugak Orchestra, Busan National Gugak Orchestra, Pittsburgh New Music Ensemble, Contemporary Music Ensemble Korea, Pro Music Nipponia (日本音楽集団), and AURA-J.
Among his awards are a Guggenheim Fellowship, a Fulbright Research Fellowship, winner of the Gyeonggi Korean Orchestra International Composition Competition, First Prize in the Sigma Alpha Iota Inter-American Music Awards, two Individual Artist Fellowships from the Hawaii State Foundation on Culture and the Arts, and an Excellence in Research Award from the University of Hawaii. Since 1994 Womack has resided in Honolulu, Hawaii, where he is professor of music composition and theory, and a faculty member of the Center for Japanese Studies and the Center for Korean Studies at the University of Hawaii.


== References ==

Honolulu Star-Bulletin, March 30, 2003 (retrieved December 7, 2008)
Honolulu Star-Bulletin, May 24, 2001 (retrieved December 7, 2008)
Donald Reid Womack profile at the University of Hawaii (retrieved December 7, 2008)


== External links ==
Official website
University of Hawaii Music Department website"
81,"Geoff Peters is a British sports commentator and broadcaster who works for talkSPORT radio.
Peters joined talkSPORT in 1999, after spending four years at BBC Radio Leicester between 1992 and 1996.  He also worked for Sky News Radio, Independent Radio News, Century 106 and BBC Radio Cambridgeshire.  In 1998, Peters also released a book titled: O'Neill: Crest Of A Wave.  The book is a biographical overview of football manager Martin O'Neill's first two years in charge at Leicester City.
Whilst at talkSPORT, Peters has read sports bulletins and presented a number of programmes, including rugby league and cricket shows, plus the Sunday afternoon football phone-in 'Call the Doc', where he worked alongside former Manchester United and Chelsea Manager Tommy Docherty in 2001.   He was also a group stage commentator for talkSPORT, alongside Jason Cundy and Micky Quinn during the 2006 World Cup in Germany.
Peters presented talkSPORT's Up The League show, which focused on the English Championship, as well League One and League Two.  The show was broadcast between August and May during the domestic football season from 2013 until the summer of 2016, when he became host of Early Breakfast four days a week. Peters is also an occasional presenter of the overnight show, Extra Time.
He has also commentated on the English Premier League, FA Cup and European competitions for radio and TV world feeds.  In 2015, he began commentating and presenting for Leicester City's online service, Foxes Player HD.
In addition to his commercial radio work, Peters is also a DJ in the UK and occasionally on the Spanish island of Ibiza.


== References =="
82,"Ontholestes cingulatus, known generally as the gold-and-brown rove beetle or carrion beetle, is a species of large rove beetle in the family Staphylinidae.


== References ==


== Further reading ==


== External links =="
83,"Sir Richard Maitland of Lethington and Thirlstane (1496 – 1 August 1586) was a Senator of the College of Justice, an Ordinary Lord of Session from 1561 until 1584, and notable Scottish poet. He was served heir to his father, Sir William Maitland of Lethington, East Lothian, and Thirlestane, Berwickshire, on 15 October 1515, his father being one of the casualties at the Battle of Flodden. He held the political office of Keeper of the Great Seal of Scotland and was also the Keeper of the Privy Seal of Scotland, from 1563 to 1567, and was succeeded in this post by his son Sir John Maitland, 1st Lord Maitland of Thirlestane.

He married Mariotta (or Margaret) (d. March 1586), daughter of Sir Thomas Cranstoun of Corsbie, in Berwickshire. They had three sons and four daughters, including

William Maitland of Lethington, Secretary of State to Mary, Queen of Scots, and
Sir John Maitland of Thirlestane, Lord Chancellor of Scotland;
Thomas Maitland;
Isabella Maitland, who married Sir James Heriot of Traboun
Mary (d. January 1596), who married Alexander Lauder of Haltoun (d. 1627).
Elizabeth, who married William Douglas of Whittinghame.
Helen Maitland, who married John Cockburn of Clerkington, and was the mother of Richard Cockburn of Clerkington


== The Maitland Manuscripts ==

Two of Maitland's manuscript works survive; both are compilations of the Scots literature of his era. They preserve many of the works of the great makars and a large number of anonymous pieces. The manuscripts also record many of Maitland's own compositions. Maitland's daughter Mary transcribed his poems as well as her brother John Maitland's and others.The Maitland Manuscripts are held by the Pepys Library.


== References ==


== Other sources ==
Miscellanea Genealogica et Heraldica, edited by Joseph Jackson Howard, LL.D.,F.S.A., vol. 2, London, 1876, p. 206, where his date of death is given as 1 August 1586.
The Genealogy of the House and Surname of Setoun, by Sir Richard Maitland of Lethington, Knight, March 1561, with the Chronicle of the House of Setoun compiled in metre (prose) by John Kamington alias Peter Manye, printed at Edinburgh, October 1830.
The Register of the Privy Council of Scotland, Second Series, edited by P.Hume Brown, M.A., LLD., Edinburgh, 1900, vol.2, 1627–1628, p. 117.
Maitland, Richard, The History of the House of Seytoun to 1559 by Sir Richard Maitland of Lethington continued by Alexnder Viscount Kingston, Maitland Club (1829)
""A Biographical Dictionary of Eminent Scotsmen: Hamilton, William-M'Gavin"" By Robert Chambers, Thomas Thomson"
84,"Pomphale is a genus of hymenopteran insects of the family Eulophidae.


== References ==
Key to Nearctic eulophid genera
Universal Chalcidoidea Database"
85,"Hundreds of Days is the second studio album by American harpist Mary Lattimore. It was released on May 18, 2018 under Ghostly International.


== Critical reception ==
Hundreds of Days was met with generally favorable reviews from critics. At Metacritic, which assigns a weighted average rating out of 100 to reviews from mainstream publications, this release received an average score of 80, based on 9 reviews.


=== Accolades ===


== Track listing ==


== References =="
86,"Lawrence M. Ward is a neuroscientist and psychophysicist at the Department of Psychology at the University of British Columbia. He studied at Harvard University (AB) and Duke University, where he received his PhD in Experimental Psychology with a minor in mathematics. His current interests are cognitive neuroscience of attention and consciousness with special emphasis on EEG and MEG studies of neuronal synchronization; information transfer between brain regions underlying cognition; psychophysics, biophysics and general theory of stochastic resonance; computational studies of neuronal oscillations and synchronization; neural plasticity; nonlinear dynamical systems theory and its applications in cognitive neuroscience. He co-authored the textbook ""Sensation and Perception"" with Stanley Coren, and James T. Enns, which went into six editions spanning the period 1978 to 2004.


== Selected publications ==
Ward, L.M. (2002). Dynamical Cognitive Science. Cambridge, MA: MIT Press (355+xv pages).
Coren, S., Ward, L.M., & Enns, J.T.  (2004).  Sensation and Perception, Sixth Edition.  Hoboken, NJ: Wiley. (598+x pages)
Wright, R. D., & Ward, L. M. (2008). Orienting of Attention.  New York: Oxford University Press. (292+xiv pages)
Doesburg, S.M.; Green, J.J.; McDonald, J.J.; Ward, L.M. (2009). ""Rhythms of consciousness: Binocular rivalry reveals large-scale oscillatory network dynamics mediating visual perception"". PLOS ONE. 4 (7): e6142. doi:10.1371/journal.pone.0006142. PMC 2702101. PMID 19582165.
McDonnell, M.D.; Ward, L.M. (2011). ""The benefits of noise in neural systems: bridging theory and experiment"". Nature Reviews Neuroscience. 12 (7): 415–425. doi:10.1038/nrn3061. PMID 21685932. S2CID 1699918.
Ward, L.M. (2011). ""The thalamic dynamic core theory of conscious experience"". Consciousness and Cognition. 20 (2): 464–486. doi:10.1016/j.concog.2011.01.007. PMID 21349742. S2CID 6099949.
Erland, S.; Greenwood, P.E.; Ward, L.M. (2011). ""1/fα noise"" is equivalent to an eigenstructure power relation"". Europhysics Letters. 95 (6): 60006. doi:10.1209/0295-5075/95/60006.
Bedo, N.; Ribary, U.; Ward, L.M. (2014). ""Fast dynamics of cortical effective connectivy during word reading"". PLOS ONE. 9 (2): e88940. doi:10.1371/journal.pone.0088940. PMC 3925174. PMID 24551193.
Ward, L.M. (2013). ""The thalamus: Gateway to the mind"". WIREs Cognitive Science. 4 (6): 609–622. doi:10.1002/wcs.1256. PMID 26304267.
MacLean, S.E.; Ward, L.M. (2014). ""Temporo-frontal phase synchronization supports hierarchical network for mismatch negativity"". Clinical Neurophysiology. 125 (8): 1604–1617. doi:10.1016/j.clinph.2013.12.109. hdl:2429/33788. PMID 24508191. S2CID 206798109.
Greenwood, P.E.; McDonnell, M.D.; Ward, L.M. (2015). ""Dynamics of gamma bursts in local field potentials"". Neural Computation. 27 (1): 74–103. doi:10.1162/neco_a_00688. PMID 25380331. S2CID 6965192.


== References ==


== External links ==
Psychophysics lab at University of British Columbia"
87,"Borki [ˈbɔrki] is a village in the administrative district of Gmina Mrozy, within Mińsk County, Masovian Voivodeship, in east-central Poland.The village has a population of 200.


== References =="
88,"Vegar Landro (born 21 February 1983) is a Norwegian footballer who plays for Bryne FK. He has formerly played for Nest-Sotra, Vadmyra IL, SK Brann, Kongsvinger IL and Løv-Ham.
He got appearances for Brann in Tippeligaen, before moving to Kongsvinger.He has been capped for Norway u-21.


== References ==


== External links ==
Player profile at B-gjengen.com"
89,"Boxing Legends of the Ring is a boxing video game for the Mega Drive/Genesis and Super NES consoles. The boxers are represented by 2D sprites seen from over the shoulder of one of the fighters. The title of the game refers to the famous boxing magazine, The Ring, which the game is licensed to associate itself with. The following famous middleweight boxers are represented in the game: Sugar Ray Leonard, Roberto Durán, Thomas Hearns, James Toney, Marvin Hagler, Jake LaMotta, Sugar Ray Robinson, and Rocky Graziano.All of the fights in the game take place in the Las Vegas Hilton casino in the North American version. There are also advertising banners for HBO visible during fights that are not available in the Japanese version. In the Japanese version, the game takes place in a generic boxing ring using the publisher's name in place of the HBO advertisements found in the North American version.
A special version was released in Mexico and the American Southwest called Chavez II; the game exchanged the English language words for Spanish and omitted some vocals.


== Gameplay ==

During fights, it is possible to keep track of the participating boxers' wellbeing by observing the small portraits of the fighters' faces at the top of the screen. As the fighters receive punishment, these portraits show injuries such as cuts and bruises, the severity of which indicate the fighter's health (or lack of). There is also a boxing glove shaped meter at the top of the screen, that indicates how much power a boxer has left in his punches (as in a real fight, the more punches boxers throw, the more tired they become, resulting in weaker punches).
The fighters' movement about the ring is limited to side-stepping left or right; it is impossible to step back or forward. A variety of punches can be thrown; left jabs, crosses to the head, hooks to the body, and uppercuts to the head (all punches except jabs can be thrown with either hand). It is also possible to throw a limited number of so-called 'super punches', that are essentially either a right cross or a right uppercut, but with extra power. At the start of each round, each boxer is capable of throwing one super-punch at any time, although it becomes possible to throw one more with each knockdown they score against their opponent. Defensive techniques consist of blocking, dodging, and clinching. Each boxer has three attributes: 'power', 'stamina', and 'chin'.

There are three different modes: 'exhibition', 'career', and 'battle of the legends'. In 'exhibition' mode, a player can choose to fight as any boxer in the game, against any boxer in the game, against either the console or another player. In 'career' mode, a player creates their own boxer, and fights their way through all the boxers in the game, before fighting for the world title. If the player loses once in 'career' mode, he is given a warning that 'game over' would be given for the second loss; giving the player no alternative but to either use a password or start over again with a new boxer.


== Presentation ==
Each fight is seen from behind and slightly to one side of one of the boxers, so that the player appears to be looking over their shoulder, in the direction of their opponent. In the North American version, the blood is colored red while the Japanese version uses sweat instead. This is contrary to Nintendo's then-current censorship policy that blood should never be used in their games. Between each round, girls in bikinis announce the next round by showing a number around the ring (and to the player).


== Reception ==

Reviewing the SNES release as Chavez II, GamePro assessed that while it was not one of the best boxing games for the system, it was a surprisingly strong improvement from the original, with faster controls and sharper, bloodier graphics. They summarized it as ""decent"".Next Generation stated that ""other than the novely of Spanish text and Chavez on the box, you're just as well off picking up [...] Legends of the Ring."" Super Gamer magazine gave the SNES version a review score of 81% stating: ""Huge character graphics get you right into the bone-crunching action. Gameplay is somewhat limited, but there is always plenty of challenge and moves.""


== See also ==
List of fighting games


== Notes ==


== References ==


== External links ==
Promo Video at GameSpot"
90,"The George Mason Patriots women's basketball team represents George Mason University and competes in the Atlantic 10 Conference of NCAA Division I.


== History ==
George Mason began play in 1973, joining Division I in 1982. They were members of the Colonial Athletic Association from 1985-2013. They finished as runner-up in the CAA Tournament in 1988, 1994, and 2004. They joined the Atlantic-10 Conference in 2013. The Patriots (as of the end of the 2018–19 season) have an all-time record of 581-607. They have made three postseason appearances, all in the Women's National Invitation Tournament in 2001, 2004, and 2018, winning their first ever postseason game in the 2018 Women's National Invitation Tournament.


== References ==


== External links ==
Official website"
91,"Lamproxynella dyscola is a species of tephritid or fruit flies in the genus Lamproxynella of the family Tephritidae.


== Distribution ==
Bolivia.


== References =="
92,"Ali-Asghar Sadr Haj Seyyed Javadi (Persian: علی‌اصغر صدر حاج‌سیدجوادی; 1925–2018) was an Iranian writer, journalist and activist. Politically, he was a dissident to both Pahlavi and Islamic Republic governments.According to Farhang Rajaee, he was ""a leading intellectual of the day"".


== Early life and education ==
He was born in 1925 in Qazvin. In 1951, he obtained a PhD in philosophy from University of Paris.


== Career ==
During his youth, he was a member of Tudeh Party of Iran but he later became a social democrat. He was an essayist on Islam and Socialism and over a fifteen years period, his gained a large following who were mostly religious laymen. An Iranian Writers Association member, he also wrote for Kayhan.Mehrdad Mashayekhi argues that he belonged to the Third Worldist current in Iran, and considers him among ""radical nationalist intellectuals"" who were closely associated with the League of Iranian Socialists. Afshin Matin-Asgari states that he had an ""independent socialist background"" that he shared with people with Jalal Al-e-Ahmad. He was critical of the U.S. government neocolonialist policies from a Third Worldist perspective, as reflected in his columns published in the 1960s.In 1977, he was among the members and founders of the newly formed Iranian Committee for the Defense of Freedom and Human Rights (ICDFHR). Mehdi Bazargan was elected as the head and Javadi as the vice head of the committee. He became the head of the ICDFHR after the revolution. However, the committee's office was closed in November 1980, and Javadi had to leave Iran in the fall of 1981.In 1979, he founded Jonbesh (lit. 'The Movement'), a relatively small group that belonged to the political center. and ran for a Tehran seat for the Assembly of Experts for Constitution under the banner of Quintuple Coalition. He garnered more votes than any defeated candidate and about one million less than the last elected candidate.


== Electoral history ==


== References =="
93,"The 1992 Campionati Internazionali di Sicilia was a men's tennis tournament played on outdoor clay courts in Palermo, Italy that was part of the World Series of the 1992 ATP Tour. It was the 14th edition of the tournament and took place from 28 September until 4 October 1992. Second-seeded Sergi Bruguera won the singles title.


== Finals ==


=== Singles ===

 Sergi Bruguera defeated  Emilio Sánchez 6–1, 6–3

It was Bruguera's 3rd singles title of the year and the 6th of his career.


=== Doubles ===

 Johan Donar /  Ola Jonsson defeated  Horacio de la Peña /  Vojtěch Flégl 5–7, 6–3, 6–4


== References ==


== External links ==
ITF – tournament edition details"
94,"Betta taeniata is a species of gourami endemic to the Southeast Asian island of Borneo, where they live in inland waters. 


== Description ==
They are paternal mouthbrooders. Males in this species have more coloration and have broader heads than females. Males also have a darker stripe near the anal fin.


== Distribution and habitat ==
B. taeniata. is native to Sarawak and Kalimantan Barat. It has also been found in Singapore, Thailand, and Vietnam.It lives in wetlands and appears to be restricted to hill streams in forests.


== Status ==
According to IUCN Red List, the species is threatened by agriculture and logging.


== Common names ==
The following is a list of common names for B. taeniata.
In English, it goes by:
Borneo fighting fishIn the USA, it goes by:
Banded Fightingfish
Striped Betta
Borneo BettaIn Indonesia, it goes by:

Emplasek
Empala


== References =="
